OID_,BARRIER_NAME,SOURCE_ID,BARRIER_GROUP,BARRIER_TYPE,BARRIER_SPECIFIC,DAM_HEIGHT_ft,SOURCE,URL,UID,Elev_m,Slope_site_perc,Slope_segment_perc,Slope_reach_perc,Qmad_cfs,Latitude,Longitude,Sample_Type,Sampled,Sample_Date,Observer,Barrier_Expected,Barrier_Observed,Stream_Wetted,Barrier_Access,Bridge_Type,Bridge_Obstruction,Culverts_Total,Culvert_Gated,Backwatered,Water_surface_drop_m,Span_m,Bankfull_width_m,Span_div_bankfull,Rise_m,Bed_material_throughout,Bed_material_depth_outlet_m,Countersunk,Elevation_inlet_m,Elevation_outlet_m,Length_m,Slope_perc,ACCESS_LIMIT,HUC8,Basin,Depth_m,Velocity_mps,Pass_WDFG,Limit_WDFG,tnmfrc,mtfcc_code,Pass
183,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_50605,2267.1965332,2.8970001,0.7500000,0.8000000,46.122000000000000,41.065557859999998,-110.895663200000001,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
184,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_30774,2454.4895020,7.3950000,2.3000000,3.2200000,2.696000000000000,41.027148570000001,-110.801525229999996,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
185,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_27650,2258.2744141,1.1680000,2.3000000,0.6100000,9.523000000000000,41.087606039999997,-110.823755800000001,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
186,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_62727,2450.0703125,3.6510000,3.1400001,2.1099999,1.345000000000000,41.044440450000003,-110.759103339999996,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
187,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_62374,2219.2197266,9.0590000,0.9100000,0.9300000,13.911000000000000,41.134525889999999,-110.789983550000002,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
188,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_46329,2428.5288086,8.2810001,3.1700001,3.1400001,4.360000000000000,41.053824919999997,-110.744103749999994,ALTERNATE,TRUE,10/6/2022 0:00:00,GG,Intersection,Bridge,TRUE,,Bridge,FALSE,0,,,,,,,,,,,,,,,,16010101,UBR,,,1.0,None,4,S1400,1.0
189,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_63496,2482.4514160,3.3329999,3.1400001,3.1800001,1.345000000000000,41.039031330000000,-110.762312219999998,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
190,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_86383,2212.6967773,2.4100001,0.4600000,0.3500000,250.007000000000005,41.107357589999999,-110.915702350000004,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
191,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_89878,2227.8500977,1.0430000,0.7500000,0.1500000,47.814999999999998,41.093256459999999,-110.922625749999995,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
192,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_97918,2227.2575684,2.7360001,0.6100000,1.8800000,210.108000000000004,41.093209520000002,-110.924225719999995,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
193,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_30110,2245.3027344,2.3940001,2.3000000,0.7600000,9.523000000000000,41.097352100000002,-110.819759890000000,Random,TRUE,10/10/2022 0:00:00,GG,Intersection,Culvert,TRUE,,,,1,FALSE,FALSE,0.000000000000000,2.400000000000000,3.500000000000000,68.571428571428569,2.400000000000000,FALSE,0.000000000000000,FALSE,2229.284999999999854,2229.197999999999865,21.193871999999999,0.410496015074495,,16010101,UBR,0.3000000,2.3440001,0.33,Velocity,4,S1400,0.33
194,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_38660,2430.5117188,0.4050000,3.8699999,5.0400000,1.967000000000000,41.054166170000002,-110.743186550000004,Random,TRUE,10/6/2022 0:00:00,GG,Intersection,Culvert,TRUE,,,,1,FALSE,FALSE,0.000000000000000,1.570000000000000,0.670000000000000,234.328358208955223,0.880000000000000,FALSE,0.000000000000000,FALSE,2417.235999999999876,2416.650999999999840,12.402763000000000,4.716690950234527,,16010101,UBR,0.2700000,1.4890000,0.0,Slope,4,S1400,0.0
195,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_15766,2434.6730957,31.3209991,3.8699999,5.0400000,1.967000000000000,41.054229120000002,-110.742681649999994,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
196,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_14661,2439.3103027,25.8560009,3.8699999,1.3099999,1.967000000000000,41.054298379999999,-110.741584320000001,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
197,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_84274,2296.1186523,3.7100000,2.3000000,0.9200000,7.281000000000000,41.066967800000000,-110.820043190000007,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
198,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_52745,2247.1608887,0.9180000,0.7500000,0.4000000,47.667000000000002,41.080754849999998,-110.910046149999999,ALTERNATE,TRUE,10/5/2022 0:00:00,GG,Intersection,Culvert,TRUE,,,,1,TRUE,FALSE,0.000000000000000,1.910000000000000,3.100000000000000,61.612903225806448,1.650000000000000,FALSE,0.170000000000000,FALSE,2229.574999999999818,2229.434999999999945,16.319372000000001,0.857876148664744,,16010101,UBR,0.9000000,1.9270000,0.33,Velocity,4,S1400,0.33
199,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_99976,2665.9785156,4.3160000,2.3000000,2.5300000,2.696000000000000,41.010872480000003,-110.765959429999995,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
200,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_7347,2237.3964844,0.9480000,0.7500000,0.7100000,47.814999999999998,41.087309920000003,-110.915223049999994,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
201,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_47052,2337.8666992,3.4830000,3.1400001,1.9800000,2.464000000000000,41.074468889999999,-110.766044210000004,ALTERNATE,TRUE,10/6/2022 0:00:00,GG,Intersection,Culvert,TRUE,,,,1,FALSE,FALSE,0.000000000000000,1.230000000000000,2.500000000000000,49.200000000000003,1.050000000000000,FALSE,0.200000000000000,FALSE,2321.740999999999985,2321.510999999999967,15.450742999999999,1.488601551394766,,16010101,UBR,0.4800000,0.0000000,0.67,Slope,4,S1400,0.67
202,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_98593,2235.5473633,4.5920000,2.3000000,0.7400000,10.625000000000000,41.104082779999999,-110.824157209999996,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
203,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_17225,2209.8403320,3.0380001,0.9100000,0.2300000,13.911000000000000,41.129088090000003,-110.803964879999995,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
204,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_61784,2505.4790039,9.5530005,2.3000000,4.2700000,2.696000000000000,41.018387410000003,-110.796650009999993,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,S1500,
205,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_3923,2618.3696289,4.1250000,3.8699999,4.2199998,1.967000000000000,41.037732300000002,-110.714613290000003,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
206,,AML            ,Non-culvert Road Crossing,Bridge,Stringer_Multi-beam_or_Girder,,FEDERAL_HIGHWAY_ADMINISTRATION,https://www.fhwa.dot.gov/bridge/nbi/ascii2018.cfm,UID_58544,2063.5869141,18.4839993,0.3700000,0.9800000,276.781999999999982,41.267833160000002,-110.945342699999998,Random,TRUE,10/10/2022 0:00:00,GG,Bridge,Bridge,TRUE,,Bridge,FALSE,0,,,,,,,,,,,,,,,,16010101,UBR,,,1.0,None,5,S1630,1.0
207,,AMM            ,Non-culvert Road Crossing,Bridge,Stringer_Multi-beam_or_Girder,,FEDERAL_HIGHWAY_ADMINISTRATION,https://www.fhwa.dot.gov/bridge/nbi/ascii2018.cfm,UID_24767,2062.2072754,8.6289997,0.3700000,0.9800000,276.781999999999982,41.267981329999998,-110.945581099999998,Random,TRUE,10/10/2022 0:00:00,GG,Bridge,Bridge,TRUE,,Bridge,FALSE,0,,,,,,,,,,,,,,,,16010101,UBR,,,1.0,None,1,S1100,1.0
208,,BJV            ,Non-culvert Road Crossing,Bridge,Stringer_Multi-beam_or_Girder,,FEDERAL_HIGHWAY_ADMINISTRATION,https://www.fhwa.dot.gov/bridge/nbi/ascii2018.cfm,UID_68549,2053.6464844,3.9440000,0.3700000,0.3700000,276.781999999999982,41.270580240000001,-110.960858320000000,,,,,Bridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
209,,FEN            ,Non-culvert Road Crossing,Bridge,Stringer_Multi-beam_or_Girder,,FEDERAL_HIGHWAY_ADMINISTRATION,https://www.fhwa.dot.gov/bridge/nbi/ascii2018.cfm,UID_81577,2055.3828125,3.8160000,0.3700000,0.6500000,276.781999999999982,41.270528620000000,-110.957526779999995,,,,,Bridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
210,,FJI            ,Non-culvert Road Crossing,Bridge,Box_Beam_or_Girders_Multiple,,FEDERAL_HIGHWAY_ADMINISTRATION,https://www.fhwa.dot.gov/bridge/nbi/ascii2018.cfm,UID_22589,2054.4943848,16.4549999,0.3700000,0.0700000,276.781999999999982,41.270286890000001,-110.963226809999995,Random,TRUE,10/10/2022 0:00:00,GG,Bridge,Bridge,TRUE,,Bridge,FALSE,0,,,,,,,,,,,,,,,,16010101,UBR,,,1.0,None,4,S1400,1.0
211,,FKM            ,Non-culvert Road Crossing,Bridge,Stringer_Multi-beam_or_Girder,,FEDERAL_HIGHWAY_ADMINISTRATION,https://www.fhwa.dot.gov/bridge/nbi/ascii2018.cfm,UID_29533,2018.0961914,10.8050003,0.1300000,0.0300000,300.815999999999974,41.314487810000003,-111.010866440000001,Random,TRUE,10/10/2022 0:00:00,GG,Bridge,Bridge,TRUE,,Bridge,FALSE,0,,,,,,,,,,,,,,,,16010101,UBR,,,1.0,None,4,S1400,1.0
212,,KVK            ,Non-culvert Road Crossing,Bridge,Stringer_Multi-beam_or_Girder,,FEDERAL_HIGHWAY_ADMINISTRATION,https://www.fhwa.dot.gov/bridge/nbi/ascii2018.cfm,UID_41197,2052.5444336,1.9180000,0.3700000,0.1600000,276.781999999999982,41.273852380000001,-110.966080259999998,Random,TRUE,10/10/2022 0:00:00,GG,Bridge,Bridge,TRUE,,Bridge,FALSE,0,,,,,,,,,,,,,,,,16010101,UBR,,,1.0,None,4,S1400,1.0
213,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_2056,2068.6826172,0.8380000,0.9300000,0.1200000,24.282000000000000,41.206264210000001,-111.016481720000002,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
214,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_30772,2055.8500977,2.1150000,0.9300000,0.2800000,24.468000000000000,41.228481690000002,-111.009170510000004,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
215,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_39157,2078.1965332,2.3130000,0.3700000,0.3800000,276.487000000000023,41.255116100000002,-110.927067940000001,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
216,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_99073,2078.1865234,0.5590000,0.3700000,0.3800000,276.487000000000023,41.255225340000003,-110.927487589999998,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
217,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_60153,2043.5178223,7.4369998,0.9300000,0.2800000,24.468000000000000,41.256639669999998,-111.006435139999994,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
218,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_46889,2075.7614746,4.4289999,0.3700000,0.3800000,276.487000000000023,41.257128629999997,-110.930880830000007,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
219,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_7742,2021.7918701,1.1680000,0.1300000,0.3500000,299.555999999999983,41.304608330000001,-111.008446390000003,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1740,
220,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_73858,2051.8249512,9.6949997,0.9300000,0.9900000,24.468000000000000,41.250429799999999,-111.007507860000004,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
221,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_45607,2065.8813477,11.6289997,0.9300000,0.1000000,24.282000000000000,41.213123469999999,-111.014603940000001,ALTERNATE,TRUE,10/10/2022 0:00:00,GG,Intersection,Culvert,TRUE,,,,1,TRUE,FALSE,0.000000000000000,4.500000000000000,6.400000000000000,70.312500000000000,2.460000000000000,TRUE,0.070000000000000,FALSE,2044.915999999999940,2045.382000000000062,22.326367000000001,2.087218220501893,,16010101,UBR,0.5500000,0.6540000,0.0,Slope,4,S1740,0.0
222,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_88507,2091.7133789,9.0270004,0.9300000,0.0700000,24.117000000000001,41.172491340000001,-111.045237729999997,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
223,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_24267,2023.0683594,0.3040000,0.1300000,0.1200000,299.555999999999983,41.301905439999999,-111.008366300000006,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1740,
224,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_66280,2044.0134277,0.2980000,0.3700000,0.1300000,276.795000000000016,41.281395070000002,-110.977772450000003,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
225,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_2140,2047.0452881,1.1190000,0.9300000,0.6300000,24.468000000000000,41.253282220000003,-111.007071379999999,Random,TRUE,10/10/2022 0:00:00,GG,Intersection,Culvert,TRUE,,,,1,FALSE,FALSE,0.000000000000000,3.620000000000000,3.900000000000000,92.820512820512818,2.500000000000000,TRUE,0.280000000000000,FALSE,2024.900000000000091,2024.887999999999920,32.634377999999998,0.036771039424042,,16010101,UBR,0.5800000,0.3430000,1.0,None,4,S1400,1.0
226,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_64090,2051.1367188,1.7150000,0.9300000,1.5500000,24.468000000000000,41.250952030000001,-111.007494420000000,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
227,,FHG            ,Non-culvert Road Crossing,Bridge,Stringer_Multi-beam_or_Girder,,FEDERAL_HIGHWAY_ADMINISTRATION,https://www.fhwa.dot.gov/bridge/nbi/ascii2018.cfm,UID_44026,2153.2893066,8.1940002,0.4600000,0.3700000,250.663000000000011,41.168445390000002,-110.878668689999998,,,,,Bridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
228,,FKL            ,Non-culvert Road Crossing,Bridge,Girder_or_Floorbeam_System,,FEDERAL_HIGHWAY_ADMINISTRATION,https://www.fhwa.dot.gov/bridge/nbi/ascii2018.cfm,UID_51493,2143.1406250,8.9659996,0.4400000,0.4700000,27.989000000000001,41.180165490000000,-110.867555030000005,,,,,Bridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
229,,MCF            ,Non-culvert Road Crossing,Bridge,Stringer_Multi-beam_or_Girder,,FEDERAL_HIGHWAY_ADMINISTRATION,https://www.fhwa.dot.gov/bridge/nbi/ascii2018.cfm,UID_2404,2162.8007812,0.6180000,0.4400000,0.7000000,27.952999999999999,41.156884900000001,-110.848601959999996,,,,,Bridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
230,SULPHUR CREEK,2137,Dam,Dam,RE,85,US_ARMY_CORPS_OF_ENGINEERS,https://nid.sec.usace.army.mil/ords/f?p=105:1::::::,UID_16540,2190.3200684,0.0180000,0.4400000,6.4200001,25.989999999999998,41.155880170000003,-110.832604640000000,,,,,Dam,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,0.0
231,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_37738,2162.3291016,3.0160000,0.4600000,0.1600000,250.663000000000011,41.157791879999998,-110.881616500000007,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
232,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_38584,2164.5800781,2.1220000,0.4400000,2.3800001,27.952999999999999,41.158903610000003,-110.853753830000002,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
233,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_15412,2161.8469238,4.3940001,0.4400000,0.5900000,27.952999999999999,41.163969739999999,-110.865996620000004,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
234,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_89410,2136.7617188,2.2000000,0.4400000,0.9200000,27.989000000000001,41.189214200000002,-110.867491709999996,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
235,,        003075E,Culvert,Culvert,Culvert,,FEDERAL_HIGHWAY_ADMINISTRATION,https://www.fhwa.dot.gov/bridge/nbi/ascii2018.cfm,UID_85019,1283.1999512,0.0000000,0.0000000,0.0000000,1964.243999999999915,41.466008539999997,-112.216407930000003,,,,,Culvert,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
236,,        003077E,Culvert,Culvert,Culvert,,FEDERAL_HIGHWAY_ADMINISTRATION,https://www.fhwa.dot.gov/bridge/nbi/ascii2018.cfm,UID_75547,1285.3343506,12.1669998,0.0200000,0.1400000,58.756000000000000,41.509646969999999,-112.106619379999998,,,,,Culvert,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
237,,        003078E,Culvert,Culvert,Culvert,,FEDERAL_HIGHWAY_ADMINISTRATION,https://www.fhwa.dot.gov/bridge/nbi/ascii2018.cfm,UID_80157,1286.7924805,3.9540000,0.0300000,0.0700000,45.366000000000000,41.509806140000002,-112.077307450000006,,,,,Culvert,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
238,,        0E1349 ,Culvert,Culvert,Culvert,,FEDERAL_HIGHWAY_ADMINISTRATION,https://www.fhwa.dot.gov/bridge/nbi/ascii2018.cfm,UID_51182,1288.6068115,18.9549999,0.0300000,0.0000000,45.366000000000000,41.524895420000000,-112.064460749999995,,,,,Culvert,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,S1100,
239,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_20501,1286.2583008,2.5020001,0.0300000,0.2800000,45.366000000000000,41.524353359999999,-112.067793809999998,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
240,BOX ELDER CAMPGROUND,41907000001017,Non-culvert Road Crossing,Bridge,Bridge,,UTAH_DEPARTMENT_OF_TRANSPORTATION,https://opendata.utah.gov/dataset/UDOT-Bridge-and-Structure-Locations/b822-guyg,UID_93453,1567.2338867,7.3160000,1.8700000,2.5100000,38.142000000000003,41.492119430000002,-111.949070939999999,,,,,Bridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
241,Mantua Interchange Bridge,0F 578,Non-culvert Road Crossing,Bridge,Bridge,,UTAH_DEPARTMENT_OF_TRANSPORTATION,https://opendata.utah.gov/dataset/UDOT-Bridge-and-Structure-Locations/b822-guyg,UID_54929,1549.8457031,10.6219997,1.8700000,0.3400000,38.142000000000003,41.497865189999999,-111.954683459999998,,,,,Bridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
242,", none",R 280,Non-culvert Road Crossing,Bridge,Bridge,,UTAH_DEPARTMENT_OF_TRANSPORTATION,https://opendata.utah.gov/dataset/UDOT-Bridge-and-Structure-Locations/b822-guyg,UID_61220,1550.9798584,44.4920006,1.8700000,6.3600001,39.432000000000002,41.495507600000003,-111.961463570000006,,,,,Bridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,S1200,
243,,        003052E,Culvert,Culvert,Culvert,,FEDERAL_HIGHWAY_ADMINISTRATION,https://www.fhwa.dot.gov/bridge/nbi/ascii2018.cfm,UID_23562,1291.5217285,4.5279999,1.8700000,0.4100000,39.792000000000002,41.522192830000002,-112.045642259999994,,,,,Culvert,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
